seq_name,time_anno,ann_frames,vid_frames,dataset,split
b4891f7f,"{'1': [[0, 64]], '2': [[0, 63]], '3': [[0, 14], [20, 64]], '4': [[4, 17], [20, 64]], '5': [[0, 28], [37, 64]]}",65,65,ovis,train
ba4b3b09,"{'6': [[0, 47]], '5': [[0, 47]], '3': [[0, 47]], '2': [[0, 47]], '1': [[10, 30], [35, 47]], '4': [[0, 47]]}",48,48,ovis,train
ba28d02e,"{'2': [[0, 20]], '1': [[8, 20]], '3': [[6, 20]]}",21,21,ovis,train
bb467ff9,"{'1': [[0, 25], [26, 29]], '2': [[1, 4], [5, 7], [8, 13], [14, 19], [20, 22], [22, 24], [26, 27]], '3': [[0, 21], [21, 26], [27, 29]]}",30,30,ovis,train
bb8639e1,"{'1': [[0, 14], [30, 69]], '2': [[0, 13], [15, 18], [23, 28]], '3': [[0, 5], [16, 24], [39, 46], [52, 69]], '4': [[0, 69]], '5': [[0, 69]], '6': [[0, 69]]}",70,70,ovis,train
bbe585b2,"{'1': [[0, 45]], '2': [[0, 45]]}",46,46,ovis,train
bc844942,"{'2': [[0, 49]], '1': [[0, 32], [44, 49]]}",50,50,ovis,train
bcefdcc4,"{'1': [[0, 17]], '2': [[0, 17]], '3': [[0, 17]]}",18,18,ovis,train
bd18bc5a,"{'1': [[0, 29]], '2': [[0, 29]]}",30,30,ovis,train
beb693c9,"{'1': [[0, 64]]}",65,65,ovis,train
bf04814f,"{'1': [[0, 60]], '2': [[0, 60]]}",61,61,ovis,train
bfd28682,"{'1': [[0, 65]], '2': [[0, 15], [24, 65]]}",66,66,ovis,train
c3c21268,"{'1': [[0, 5], [7, 85], [86, 96], [98, 100]], '2': [[0, 100]], '3': [[16, 64], [65, 87], [88, 100]]}",101,101,ovis,train
c4f9f19e,"{'1': [[0, 69]], '2': [[0, 69]], '3': [[0, 69]]}",70,70,ovis,train
c07ab37e,"{'1': [[0, 28]], '2': [[0, 28]]}",29,29,ovis,train
c8c1d5a9,"{'1': [[13, 34]], '2': [[0, 34]]}",35,35,ovis,train
c9fdf703,"{'1': [[0, 46]], '2': [[0, 46]], '3': [[0, 46]], '4': [[0, 46]], '5': [[0, 46]], '6': [[0, 46]], '7': [[0, 46]], '8': [[0, 46]]}",47,47,ovis,train
c062f4d7,"{'1': [[0, 189]], '2': [[0, 101], [171, 189]], '3': [[0, 189]], '4': [[0, 189]], '5': [[0, 189]], '6': [[0, 189]], '7': [[0, 189]]}",190,190,ovis,train
c83aa6a1,"{'1': [[0, 59]], '2': [[0, 59]], '3': [[0, 59]]}",60,60,ovis,train
c097af8e,"{'4': [[0, 51], [60, 169], [177, 239]], '3': [[0, 22], [51, 64], [126, 239]], '2': [[0, 72], [117, 192], [205, 239]], '1': [[0, 34], [46, 173], [230, 239]], '5': [[0, 51], [68, 239]], '6': [[0, 239]], '7': [[0, 239]]}",240,240,ovis,train
c818d30a,"{'1': [[3, 32]], '2': [[0, 32]]}",33,33,ovis,train
c5082b3c,"{'1': [[0, 54]], '2': [[0, 54]], '3': [[0, 54]], '4': [[0, 54]], '5': [[0, 54]], '6': [[0, 54]], '7': [[0, 54]], '8': [[0, 54]], '9': [[0, 54]], '10': [[0, 54]], '11': [[0, 54]], '12': [[0, 54]]}",55,55,ovis,train
c30641cf,"{'1': [[0, 45]], '2': [[27, 45]], '3': [[0, 45]], '4': [[0, 45]], '5': [[0, 45]]}",46,46,ovis,train
c575434d,"{'1': [[0, 29]], '2': [[0, 29]], '3': [[0, 29]], '4': [[0, 29]]}",30,30,ovis,train
c5398714,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ovis,train
c9351029,"{'1': [[0, 81]], '2': [[0, 81]], '3': [[0, 81]]}",82,82,ovis,train
ca74a924,"{'4': [[18, 23]], '3': [[3, 6], [12, 29], [34, 56]], '1': [[0, 25], [28, 31], [36, 65]], '2': [[14, 28]]}",66,66,ovis,train
cb170015,"{'1': [[0, 35]], '2': [[0, 35]], '3': [[0, 35]], '4': [[0, 35]], '5': [[0, 35]], '6': [[0, 35]]}",36,36,ovis,train
cc45a7f2,"{'1': [[0, 59]], '2': [[0, 59]], '3': [[0, 35], [39, 41], [45, 59]], '4': [[7, 27], [36, 59]]}",60,60,ovis,train
ccf14ee0,"{'1': [[0, 101]], '2': [[0, 101]], '3': [[0, 101]], '4': [[0, 101]], '5': [[0, 101]], '6': [[0, 101]], '7': [[0, 101]], '8': [[0, 101]], '9': [[0, 101]], '10': [[0, 101]]}",102,102,ovis,train
cd182615,"{'1': [[0, 31]], '2': [[0, 31]]}",32,32,ovis,train
ce9a2796,"{'1': [[0, 36]], '2': [[0, 26]], '3': [[0, 36]], '4': [[0, 23], [29, 36]]}",37,37,ovis,train
ce691ee6,"{'1': [[19, 68], [74, 113]], '2': [[0, 38], [52, 64]]}",114,114,ovis,train
ce954bd7,"{'1': [[0, 17]], '2': [[0, 17]]}",18,18,ovis,train
cf376cf1,"{'1': [[0, 29]], '2': [[0, 29]]}",30,30,ovis,train
cfc68a82,"{'1': [[0, 7], [11, 17], [24, 81]], '2': [[0, 8], [23, 81]], '3': [[0, 67], [74, 81]], '4': [[35, 49], [53, 57]]}",82,82,ovis,train
cfd946b2,"{'1': [[0, 168]], '2': [[0, 168]], '3': [[0, 168]], '4': [[0, 168]], '5': [[0, 168]], '6': [[0, 168]], '7': [[20, 135]]}",169,169,ovis,train
d2abc61e,"{'1': [[0, 31]], '2': [[0, 31]], '3': [[19, 31]], '4': [[0, 31]]}",32,32,ovis,train
d8e8d984,"{'1': [[0, 80]], '2': [[0, 80]], '3': [[0, 80]], '4': [[0, 80]], '5': [[0, 80]], '6': [[0, 80]]}",81,81,ovis,train
d48c552d,"{'1': [[0, 22], [26, 65]], '2': [[0, 70]], '3': [[0, 8]], '4': [[32, 38]], '5': [[32, 35], [39, 42]]}",71,71,ovis,train
d156b96f,"{'1': [[0, 24], [29, 44]], '2': [[0, 44]]}",45,45,ovis,train
d869a3cf,"{'1': [[0, 13], [18, 62], [66, 72]], '2': [[16, 72]], '3': [[0, 15], [20, 72]], '4': [[0, 6], [11, 19], [24, 72]], '5': [[4, 8], [14, 72]], '6': [[6, 62]], '7': [[53, 72]], '8': [[53, 72]]}",73,73,ovis,train
d942e98c,"{'1': [[0, 4], [8, 10], [20, 29]], '2': [[0, 4], [9, 29]]}",30,30,ovis,train
d9638e69,"{'1': [[0, 49]], '2': [[0, 49]], '3': [[0, 49]], '4': [[0, 49]]}",50,50,ovis,train
d0696759,"{'1': [[0, 149]], '2': [[0, 149]], '3': [[0, 149]], '4': [[0, 149]]}",150,150,ovis,train
d952481c,"{'1': [[0, 29]], '2': [[0, 29]]}",30,30,ovis,train
db5319c7,"{'1': [[0, 10], [16, 18], [24, 27]], '2': [[0, 28]], '3': [[0, 7], [21, 26]], '4': [[0, 7], [15, 28]], '5': [[0, 21], [26, 28]]}",29,29,ovis,train
dbbbb401,"{'1': [[0, 47]], '2': [[0, 47]], '3': [[0, 47]], '4': [[0, 47]]}",48,48,ovis,train
dbd67417,"{'1': [[0, 27], [39, 49]], '2': [[6, 17], [24, 27], [33, 49]], '3': [[4, 17], [31, 49]], '4': [[0, 20], [45, 49]], '5': [[0, 49]]}",50,50,ovis,train
dd3f4a07,"{'1': [[0, 65]], '2': [[0, 7], [12, 14], [16, 65]], '3': [[0, 36], [36, 65]]}",66,66,ovis,train
dd5a4739,"{'1': [[0, 47]], '2': [[0, 47]], '3': [[0, 47]], '4': [[0, 47]], '5': [[0, 47]]}",48,48,ovis,train
ddd383cc,"{'1': [[0, 27], [29, 53]], '2': [[0, 23], [29, 49], [50, 53]], '3': [[0, 26], [29, 53]]}",54,54,ovis,train
ddfa88c7,"{'1': [[0, 29]], '2': [[0, 29]]}",30,30,ovis,train
dfa99126,"{'1': [[0, 44]], '2': [[0, 44]], '3': [[0, 44]], '4': [[0, 44]]}",45,45,ovis,train
e3dcd186,"{'1': [[0, 113]], '2': [[0, 113]], '3': [[0, 113]], '4': [[0, 113]], '5': [[0, 113]], '6': [[0, 113]]}",114,114,ovis,train
e4b6f2ef,"{'1': [[0, 79]], '2': [[0, 79]], '3': [[0, 79]], '4': [[0, 79]]}",80,80,ovis,train
e6e48ac8,"{'1': [[2, 49]], '2': [[0, 46]]}",50,50,ovis,train
e7e2a0b9,"{'1': [[0, 16], [23, 82]], '2': [[6, 25], [34, 47], [60, 82]], '3': [[0, 82]], '4': [[3, 6], [10, 13], [19, 47], [67, 75]], '5': [[0, 8], [12, 82]], '6': [[0, 26], [34, 41], [46, 82]]}",83,83,ovis,train
e15e4de8,"{'1': [[0, 77]], '2': [[0, 77]], '3': [[0, 77]]}",78,78,ovis,train
e33cddc9,"{'1': [[0, 33]], '2': [[0, 3], [7, 28]]}",34,34,ovis,train
e35a8262,"{'1': [[0, 29]], '2': [[0, 29]], '3': [[0, 29]], '4': [[0, 29]], '5': [[0, 29]], '6': [[0, 29]], '7': [[0, 29]], '8': [[0, 29]], '9': [[0, 29]], '10': [[0, 29]]}",30,30,ovis,train
e36a3026,"{'3': [[0, 47]], '4': [[0, 47]], '1': [[23, 31]], '2': [[5, 10]], '5': [[13, 20]], '6': [[0, 47]], '7': [[0, 47]]}",48,48,ovis,train
e50dbddb,"{'1': [[0, 63]], '2': [[0, 63]]}",64,64,ovis,train
e89b1501,"{'1': [[0, 83]], '2': [[0, 83]], '6': [[0, 83]], '3': [[22, 54]], '5': [[32, 83]], '4': [[0, 83]]}",84,84,ovis,train
e96b9b04,"{'3': [[0, 112]], '4': [[0, 112]], '2': [[0, 112]], '1': [[0, 112]]}",113,113,ovis,train
e99bd793,"{'1': [[0, 36], [54, 160]], '2': [[8, 39], [53, 81], [100, 126], [136, 160]]}",161,161,ovis,train
e2160f17,"{'1': [[0, 44]], '2': [[0, 44]], '3': [[0, 44]], '4': [[0, 44]], '5': [[0, 44]], '6': [[0, 44]], '7': [[0, 44]], '8': [[0, 44]], '9': [[0, 44]]}",45,45,ovis,train
e307510e,"{'1': [[0, 60]], '2': [[0, 60]]}",61,61,ovis,train
e495537a,"{'2': [[0, 173]], '1': [[0, 173]]}",174,174,ovis,train
eaff3301,"{'1': [[0, 179]], '2': [[0, 179]]}",180,180,ovis,train
ee91f783,"{'1': [[2, 27]], '2': [[0, 35]], '3': [[0, 20], [26, 35]], '4': [[0, 15], [27, 35]], '5': [[0, 35]], '6': [[3, 35]], '7': [[2, 35]], '8': [[0, 35]]}",36,36,ovis,train
ee113fc4,"{'1': [[0, 135], [139, 224]], '2': [[0, 134], [140, 224]]}",225,225,ovis,train
efa25913,"{'3': [[0, 179]], '4': [[0, 179]], '5': [[0, 179]], '6': [[0, 179]], '1': [[0, 179]], '2': [[0, 179]], '7': [[9, 28], [168, 179]]}",180,180,ovis,train
f3ada126,"{'1': [[0, 41]], '2': [[0, 41]], '3': [[0, 41]], '4': [[0, 41]], '5': [[0, 41]], '6': [[0, 41]], '7': [[0, 41]]}",42,42,ovis,train
f3c0f0cf,"{'1': [[0, 47]], '2': [[0, 47]], '3': [[0, 2], [5, 47]], '4': [[0, 47]], '5': [[0, 47]], '6': [[0, 47]]}",48,48,ovis,train
f3f072f2,"{'1': [[0, 53]], '2': [[0, 53]], '3': [[0, 53]], '4': [[0, 53]], '5': [[0, 53]], '6': [[0, 53]]}",54,54,ovis,train
f6de8226,"{'1': [[0, 60]], '2': [[0, 60]], '3': [[0, 60]], '4': [[0, 60]], '5': [[0, 60]], '6': [[0, 60]], '7': [[0, 60]], '8': [[0, 60]], '9': [[0, 60]]}",61,61,ovis,train
f6f8b4a6,"{'1': [[0, 79]], '2': [[0, 79]], '3': [[0, 79]], '4': [[0, 79]], '5': [[0, 79]], '6': [[0, 79]], '7': [[0, 79]], '8': [[0, 79]], '9': [[0, 79]], '10': [[0, 79]]}",80,80,ovis,train
f6f441eb,"{'1': [[0, 47]], '2': [[0, 47]], '3': [[0, 47]], '4': [[0, 47]], '5': [[0, 47]], '6': [[0, 47]], '7': [[0, 47]], '8': [[0, 47]]}",48,48,ovis,train
f9c20062,"{'1': [[0, 49]], '2': [[0, 49]], '3': [[0, 49]], '4': [[0, 49]], '5': [[0, 49]], '6': [[0, 49]], '7': [[0, 49]], '8': [[0, 49]], '9': [[0, 49]], '10': [[0, 49]]}",50,50,ovis,train
f33d3c15,"{'1': [[4, 25]], '2': [[10, 29]], '3': [[0, 29]], '4': [[4, 29]], '5': [[3, 29]], '6': [[3, 29]], '7': [[0, 29]]}",30,30,ovis,train
f494e9fa,"{'1': [[0, 59]]}",60,60,ovis,train
f0617f71,"{'1': [[0, 2], [5, 83]], '2': [[0, 40], [78, 83]], '3': [[5, 37], [57, 83]], '4': [[0, 8], [34, 77]], '5': [[0, 83]]}",84,84,ovis,train
f0944ea2,"{'1': [[0, 39]], '2': [[0, 39]]}",40,40,ovis,train
f06632aa,"{'1': [[0, 60]], '2': [[0, 60]], '3': [[0, 60]], '4': [[0, 60]]}",61,61,ovis,train
f8687b9a,"{'1': [[0, 39], [42, 43]], '2': [[0, 43]], '3': [[0, 43]], '4': [[0, 43]], '5': [[0, 43]]}",44,44,ovis,train
f40145c2,"{'1': [[10, 49]], '2': [[11, 49]], '3': [[0, 22], [28, 49]], '4': [[0, 49]], '5': [[11, 49]], '6': [[0, 49]]}",50,50,ovis,train
f56942e9,"{'1': [[0, 41]], '2': [[0, 41]]}",42,42,ovis,train
f68507d0,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ovis,train
f3431885,"{'1': [[0, 59]], '2': [[0, 59]]}",60,60,ovis,train
f7360199,"{'1': [[0, 49]], '3': [[0, 49]], '2': [[0, 49]]}",50,50,ovis,train
fa95a6a2,"{'1': [[5, 10], [22, 25], [44, 46], [51, 53]], '2': [[0, 53]], '3': [[0, 6], [15, 20], [23, 35], [41, 43]]}",54,54,ovis,train
fac3378e,"{'2': [[0, 299]], '1': [[0, 43]], '3': [[0, 299]], '4': [[0, 299]], '5': [[0, 299]]}",300,300,ovis,train
fdb2e432,"{'1': [[0, 179]], '2': [[0, 179]], '3': [[0, 179]], '4': [[0, 101], [105, 179]], '5': [[0, 179]], '6': [[0, 12], [17, 179]], '7': [[0, 25], [28, 128], [132, 136], [141, 179]]}",180,180,ovis,train
fe6a535a,"{'1': [[0, 16], [22, 79], [84, 115], [121, 126], [130, 165], [170, 299]], '2': [[0, 299]]}",300,300,ovis,train
fe21fd5c,"{'1': [[3, 9], [47, 76]], '2': [[3, 149]], '3': [[3, 149]], '4': [[3, 149]], '5': [[3, 13], [22, 35], [45, 50], [55, 149]]}",150,150,ovis,train
fe9706b7,"{'1': [[0, 24]], '2': [[0, 24]], '3': [[0, 24]], '4': [[0, 24]], '5': [[0, 24]], '6': [[0, 24]], '7': [[0, 24]], '8': [[0, 24]], '9': [[0, 24]], '10': [[0, 24]]}",25,25,ovis,train
fecd10d2,"{'1': [[0, 16], [22, 29]], '2': [[0, 29]], '3': [[0, 29]]}",30,30,ovis,train
fef0aba4,"{'1': [[0, 59]], '2': [[0, 59]]}",60,60,ovis,train
ff041cd1,"{'4': [[0, 179]], '1': [[0, 6], [9, 104], [110, 179]], '2': [[0, 32], [42, 99], [106, 179]], '3': [[0, 14], [21, 35], [52, 179]], '5': [[0, 40], [54, 179]]}",180,180,ovis,train
ffb6a2e4,"{'1': [[0, 58]], '2': [[0, 58]], '3': [[0, 58]], '4': [[0, 58]]}",59,59,ovis,train
ZY20210800001_H1_C8_N17_S367_s03_T2,"{'1': [[55, 100], [171, 260]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C8_N25_S76_s02_T2,"{'1': [[36, 110], [152, 242]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C8_N27_S76_s03_T2,"{'1': [[40, 142], [179, 281]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C8_N29_S77_s05_T2,"{'1': [[36, 112], [145, 282]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C8_N34_S323_s04_T2,"{'1': [[49, 136], [183, 283]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C8_N44_S324_s01_T2,"{'1': [[48, 118], [176, 272]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C8_N11_S80_s01_T2,"{'1': [[22, 105], [128, 241]], '2': [[11, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C14_N12_S210_s03_T2,"{'1': [[61, 96], [168, 190], [209, 248]], '3': [[256, 278]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C14_N17_S210_s05_T2,"{'1': [[59, 101], [163, 185], [199, 240]], '3': [[256, 279]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C14_N30_S335_s02_T2,"{'1': [[61, 89], [180, 224], [236, 245]], '3': [[263, 295]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C17_N18_S190_s05_T2,"{'1': [[40, 145], [184, 276]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C6_N03_S249_s01_T2,"{'1': [[59, 98], [198, 217]], '3': [[246, 273]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C17_N70_S264_s05_T2,"{'1': [[51, 142], [201, 274]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C18_N15_S197_s02_T1,"{'1': [[57, 113], [202, 212]], '3': [[177, 190], [202, 213], [220, 230]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C18_N28_S195_s01_T2,"{'1': [[51, 110], [191, 203]], '3': [[174, 186], [191, 202], [212, 221]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C18_N39_S195_s04_T2,"{'1': [[58, 114], [197, 206]], '3': [[174, 190], [197, 206], [220, 234]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C18_N50_S197_s02_T2,"{'1': [[60, 115], [195, 219]], '3': [[172, 186], [195, 215], [221, 236]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C17_N23_S194_s01_T2,"{'1': [[47, 144], [189, 277]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C18_N11_S178_s03_T2,"{'1': [[67, 120], [221, 238]], '3': [[202, 216], [221, 238], [256, 264]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C18_N16_S178_s04_T2,"{'1': [[48, 99], [205, 215]], '3': [[179, 196], [206, 251]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C18_N21_S181_s01_T2,"{'1': [[64, 119], [224, 239]], '3': [[200, 215], [223, 239], [254, 267]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C18_N26_S181_s02_T2,"{'1': [[52, 108], [208, 228]], '3': [[178, 196], [209, 228], [243, 260]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C6_N03_S82_s02_T2,"{'1': [[50, 84], [107, 130], [170, 207]], '3': [[230, 269]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C14_N21_S209_s03_T2,"{'1': [[63, 106], [164, 188], [202, 241]], '3': [[252, 264]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C14_N37_S333_s03_T2,"{'1': [[56, 96], [176, 185], [205, 239]], '3': [[251, 266]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C14_N47_S209_s01_T2,"{'1': [[57, 105], [168, 230]], '3': [[246, 280]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C17_N66_S264_s04_T2,"{'2': [[0, 299]], '3': [[0, 299]], '1': [[52, 151], [200, 272]]}",300,300,hoi4d,train
ZY20210800001_H1_C18_N15_S199_s04_T2,"{'1': [[58, 127], [210, 226]], '3': [[189, 201], [209, 225], [238, 256]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C18_N22_S202_s01_T2,"{'1': [[62, 132], [222, 237]], '3': [[198, 215], [222, 237], [248, 263]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C14_N14_S185_s04_T2,"{'1': [[44, 81], [151, 162], [172, 216]], '3': [[229, 258]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C14_N24_S359_s03_T2,"{'1': [[54, 89], [163, 256]], '3': [[267, 285]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C17_N67_S253_s05_T2,"{'1': [[42, 144], [187, 269]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C18_N41_S183_s04_T2,"{'1': [[65, 110], [165, 208], [242, 250]], '3': [[225, 235], [242, 250], [257, 271]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C4_N03_S50_s05_T4,"{'3': [[51, 111], [193, 251]], '1': [[138, 152]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C6_N15_S251_s04_T3,"{'3': [[52, 73]], '1': [[95, 110], [174, 230]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C17_N09_S167_s03_T2,"{'1': [[46, 134], [192, 263]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C17_N14_S167_s04_T2,"{'1': [[50, 126], [199, 270]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C17_N19_S167_s05_T2,"{'1': [[40, 109], [170, 245]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C17_N64_S264_s04_T2,"{'1': [[48, 122], [178, 252]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C17_N75_S266_s02_T3,"{'1': [[51, 100], [111, 132], [185, 228], [237, 254]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C20_N40_S301_s05_T3,"{'1': [[87, 123], [181, 217]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C20_N43_S298_s02_T1,"{'1': [[90, 139], [201, 240]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C20_N45_S304_s01_T3,"{'1': [[89, 131], [190, 238]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C12_N11_S203_s03_T2,"{'1': [[67, 160], [219, 282]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C20_N20_S381_s03_T3,"{'1': [[83, 114], [169, 195]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C20_N31_S295_s04_T4,"{'1': [[55, 109], [166, 235]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C20_N34_S292_s05_T3,"{'1': [[78, 119], [195, 240]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C14_N19_S185_s05_T2,"{'1': [[45, 87], [150, 164], [177, 219]], '2': [[0, 299]], '3': [[232, 256]]}",300,300,hoi4d,train
ZY20210800002_H2_C14_N46_S187_s03_T2,"{'1': [[41, 74], [144, 162], [175, 231]], '2': [[0, 299]], '3': [[250, 267]]}",300,300,hoi4d,train
ZY20210800002_H2_C20_N12_S271_s03_T1,"{'1': [[118, 155], [230, 268]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C20_N38_S298_s01_T1,"{'1': [[63, 109], [168, 225]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C20_N14_S275_s02_T2,"{'1': [[98, 144], [198, 234]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C2_N14_S215_s04_T5,"{'1': [[44, 108], [172, 246]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C13_N50_S144_s02_T1,"{'1': [[51, 91], [162, 214]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C14_N33_S334_s01_T1,"{'1': [[54, 80], [105, 126], [203, 251]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C20_N11_S279_s03_T1,"{'1': [[80, 109], [174, 221]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C20_N13_S284_s01_T3,"{'1': [[108, 148], [202, 244]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C20_N16_S279_s04_T1,"{'1': [[88, 133], [193, 241]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C1_N27_S244_s02_T4,"{'1': [[55, 110], [189, 265]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C2_N16_S11_s04_T1,"{'1': [[50, 108], [185, 264]], '2': [[10, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C3_N56_S373_s04_T2,"{'1': [[49, 115], [186, 270]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C3_N58_S373_s05_T2,"{'1': [[54, 131], [196, 264]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C3_N65_S380_s02_T1,"{'1': [[47, 119], [196, 265]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C5_N29_S113_s02_T1,"{'1': [[42, 111], [173, 246]], '2': [[11, 272]]}",300,300,hoi4d,train
ZY20210800004_H4_C12_N21_S186_s02_T2,"{'1': [[50, 132], [190, 259]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C12_N28_S184_s01_T2,"{'1': [[47, 143], [199, 257]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C12_N33_S184_s02_T2,"{'1': [[48, 128], [198, 274]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C12_N38_S184_s04_T2,"{'1': [[46, 138], [195, 255]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C12_N43_S184_s05_T2,"{'1': [[44, 78], [122, 167], [224, 268]], '2': [[0, 79], [122, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C12_N48_S186_s01_T2,"{'1': [[48, 140], [201, 257]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C13_N31_S184_s02_T4,"{'1': [[51, 117], [196, 257]], '2': [[0, 299]], '3': [[216, 231]]}",300,300,hoi4d,train
ZY20210800004_H4_C13_N36_S184_s03_T4,"{'1': [[50, 119], [205, 269]], '2': [[0, 299]], '3': [[220, 247]]}",300,300,hoi4d,train
ZY20210800004_H4_C13_N41_S184_s04_T4,"{'1': [[52, 107], [185, 245]], '2': [[0, 299]], '3': [[206, 224]]}",300,300,hoi4d,train
ZY20210800001_H1_C20_N25_S295_s02_T4,"{'1': [[88, 127], [185, 236]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C20_N29_S289_s03_T2,"{'1': [[63, 128], [197, 249]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C2_N13_S25_s02_T3,"{'1': [[33, 105], [125, 269]], '2': [[14, 299]]}",300,300,hoi4d,train
